Timestamp,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
01-03-2024 00:55,40.79353376270334,-73.98380906,12,38.73987429516659,69.65316330616227,Green,Fog,0,0.7141623836873849,14,2,179.55588051529534,22.226653546783027,Medium
01-03-2024 01:00,40.89474426796246,-73.74201043,97,61.94792468231577,17.328211252878866,Red,Fog,0,-0.41602953,70,12,157.00581313571243,7.226278360692663,Low
01-03-2024 01:05,40.82852824860497,-73.74094204,265,64.42220656036997,94.97458762743562,Yellow,Rain,0,-0.509843381,72,24,323.52502528496336,16.808287514257266,High
01-03-2024 01:10,40.64996313506776,-73.96601803,187,24.435895690008063,47.48922185752585,Red,Snow,0,0.36236838782762315,83,36,351.410217,7.264291396576307,Medium
01-03-2024 01:15,40.84620305175721,-73.8822499,139,21.673023110525918,45.857087741282875,Red,Clear,0,0.7311004064796309,25,8,421.73816741660187,7.129836673,Medium
01-03-2024 01:20,40.735330932085944,-73.92847504,298,39.81468027,73.00334765,Green,Snow,0,0.30202931279572787,34,39,108.97478132734614,20.30003674919476,High
01-03-2024 01:25,40.652881362011044,-73.84149223,168,71.17270013565329,90.33113551,Red,Snow,0,-0.187133369,33,6,122.32794699154114,29.551370001069635,High
01-03-2024 01:30,40.75553084654906,-73.80884497,188,50.22358935829257,85.22206471130797,Yellow,Rain,0,-0.770141818,35,47,391.9104428862423,11.82297830383838,High
01-03-2024 01:35,40.72540504944828,-73.98032961,176,19.51636298845032,89.38515987287367,Green,Snow,0,0.38651537790023927,80,10,106.87010806907321,18.44268948648869,High
01-03-2024 01:40,40.762042045927856,-73.79413576,38,60.81684312012823,48.55435921,Red,Clear,0,0.21551347625494865,25,39,182.07658609405058,18.188052384304385,Low
01-03-2024 01:45,40.868216704202474,-73.97079465,113,36.09859481632135,82.04990255159494,Green,Clear,0,-0.765305119,32,7,470.3349269243291,8.304640100191714,High
01-03-2024 01:50,40.76353773977935,-73.74218839,56,57.38454322166173,24.764000188126225,Green,Rain,0,-0.889188305,35,34,263.2759892873477,20.718723109662093,Low
01-03-2024 01:55,40.86608116490231,-73.96230427,114,79.99755567864995,25.02061511790715,Yellow,Rain,0,0.552604021,95,10,192.10991670597215,7.2327914211873745,Medium
01-03-2024 02:00,40.86982813220531,-73.81569064,17,71.09147217572958,78.95197163446714,Yellow,Clear,0,0.19082774926465151,91,2,234.09635550389484,20.24696728592339,Medium
01-03-2024 02:05,40.631739340636074,-73.80265008,80,47.49605859316661,63.054490923722156,Red,Clear,0,-0.559157011,42,27,351.9970574018992,16.222708241505984,Medium
01-03-2024 02:10,40.82747192878859,-73.730758,231,26.915595300879552,24.62641256418302,Yellow,Snow,0,-0.248171216,90,37,377.44668681276335,29.470999744977206,High
01-03-2024 02:15,40.791042811421576,-73.97259663,175,74.60523206298218,92.46344883603001,Red,Clear,0,-0.013383939,68,21,101.38611454932743,9.823282793638544,High
01-03-2024 02:20,40.65820558554093,-73.76058947,188,15.567148469930748,54.77980321069173,Green,Fog,0,0.2526972102179952,33,48,369.76034546643893,28.732898162954257,High
01-03-2024 02:25,40.67393407647247,-73.90893909,167,48.58248889932586,39.12002346933019,Green,Snow,0,0.7879892389354362,79,23,300.3471900525193,17.971927208222596,Medium
01-03-2024 02:30,40.89451760165618,-73.79768763,91,77.62586240471275,39.72487960283732,Yellow,Snow,0,6.6979644495201995e-06,71,13,242.87191747209764,15.704331724906908,Low
01-03-2024 02:35,40.73719673516693,-73.90429715,232,31.17867378139349,92.06030033344884,Green,Fog,0,-0.252548277,92,26,442.58909979993064,29.062142723413142,High
01-03-2024 02:40,40.71339651111975,-73.85200896,218,54.07900288400693,52.49588573785195,Red,Fog,0,-0.65012683,71,7,179.6482813525277,5.926474070098918,High
01-03-2024 02:45,40.68747297,-73.9956266,178,45.11380836,40.98205381654071,Red,Clear,0,0.49761006879809866,87,8,103.7934778809011,22.510057133372374,Medium
01-03-2024 02:50,40.65934012317005,-73.94228395,184,55.882930412008854,39.047513307469494,Yellow,Fog,0,-0.536062208,80,1,151.10462846324134,27.427190421145646,Medium
01-03-2024 02:55,40.690473739129594,-73.97280139,57,78.34660844722822,10.343836706850993,Red,Rain,1,0.38695271969142775,65,34,427.3933685083768,11.745137688178119,High
01-03-2024 03:00,40.877361301786884,-73.72960085,52,72.67421356190098,82.63390703511475,Green,Rain,0,0.7093411006019192,40,48,131.18073333454146,21.297498144452423,High
01-03-2024 03:05,40.82978327892153,-73.8114801,167,25.972424049096322,73.09278634,Green,Fog,0,-0.576236485,73,11,362.1701082855061,14.642845886414461,Medium
01-03-2024 03:10,40.60993112036775,-73.90914507,197,75.04964465908137,80.57636222919484,Green,Rain,0,0.071365132,17,33,144.4690101,6.467794258638594,High
01-03-2024 03:15,40.76596811933281,-73.95106572,120,28.45428068369029,88.91625854493435,Red,Rain,1,-0.1202627,73,41,388.63280159954843,17.314707524943053,High
01-03-2024 03:20,40.72140396949303,-73.82165453,100,27.52047327,65.04610037,Red,Fog,0,-0.446990048,3,25,72.31613698129841,16.948276343160508,Medium
01-03-2024 03:25,40.69008545,-73.83530904,287,52.860873480089836,36.13426324812147,Green,Rain,0,-0.545068225,90,25,100.60884505356618,21.227486392459436,High
01-03-2024 03:30,40.741251974141356,-73.98342339,69,38.218447851740024,74.93906729152008,Green,Rain,0,-0.92059665,2,9,397.9887354667196,16.98513902146859,Medium
01-03-2024 03:35,40.666989629209645,-73.81812961,145,41.962847944971905,39.80280635029857,Yellow,Snow,0,-0.547175667,3,34,204.13901968689626,22.394187139386464,Medium
01-03-2024 03:40,40.646943502984364,-73.71582238,284,7.029178890541983,98.42862842720133,Green,Snow,0,-0.986647653,43,27,68.99947647592748,29.371101030111532,High
01-03-2024 03:45,40.88031233248194,-73.86604614,79,60.28169792627553,40.184704954994814,Red,Rain,0,-0.21963823,3,37,213.24818443865044,9.854465062945781,Low
01-03-2024 03:50,40.87991608617803,-73.98463203,11,9.319160749520845,22.47702105867736,Green,Fog,0,0.4612918124683303,99,44,235.92703078060367,20.10842521558271,High
01-03-2024 03:55,40.80872296900465,-73.86498144,271,23.190552504015525,45.034081468371255,Green,Snow,1,0.6718498809079942,1,40,245.08622861703347,21.33977152794857,High
01-03-2024 04:00,40.63494665055749,-73.76998248,225,73.80382207885744,49.80791603476349,Red,Snow,0,0.5561346598810424,10,9,158.78453447625284,20.101910588982427,High
01-03-2024 04:05,40.715459194951784,-73.78625346,280,41.071266649092394,96.41704433896126,Red,Clear,0,0.03721637,44,47,497.50633672089344,18.62749970365749,High
01-03-2024 04:10,40.70766328143659,-73.96944802,46,41.35789622022762,13.839692307105942,Yellow,Snow,0,0.049343553,58,20,316.1279239393985,15.482285113965355,Low
01-03-2024 04:15,40.68895748109208,-73.91502009,73,52.216488223446305,83.16622838296281,Yellow,Fog,0,0.5175470843898515,88,0,494.7243931868538,16.626551561121747,High
01-03-2024 04:20,40.81480784719429,-73.9816768,144,45.60989534,47.91617818,Green,Snow,0,0.789262135,46,49,412.43526497776287,8.938115763058875,Medium
01-03-2024 04:25,40.69784109035334,-73.77825616,26,57.46718726223782,13.728001546595104,Green,Snow,0,-0.31295448,33,9,309.9899122081785,5.260934678882574,Low
01-03-2024 04:30,40.88394825410715,-73.95429462,299,16.81106266575573,64.80429861209922,Green,Fog,0,-0.151021359,49,20,285.05238479526884,9.860471379386835,High
01-03-2024 04:35,40.70454453650301,-73.72546494,154,22.818286277297425,50.716088017467264,Yellow,Snow,0,-0.80608281,87,11,293.1259911839219,20.932529293758215,Medium
01-03-2024 04:40,40.83381286787973,-73.82147978,151,42.13486623161436,68.15273982778378,Yellow,Snow,0,-0.288704024,79,49,102.92207184359725,14.066453810758613,Medium
01-03-2024 04:45,40.66622594897056,-73.84296011,150,43.632900434981096,13.381769109148305,Green,Clear,0,0.7732679229884583,1,30,414.1457229742099,6.8134472095494925,Medium
01-03-2024 04:50,40.68549877033832,-73.95575314,224,44.028350997464244,56.79673116022704,Green,Clear,0,-0.670162167,23,30,390.00108848243826,19.924865076539245,High
01-03-2024 04:55,40.738816847077594,-73.98731053,293,32.265040983399196,92.77027574037835,Green,Snow,1,-0.939420733,64,0,162.5534163690799,18.59836662700441,High
01-03-2024 05:00,40.82497792746277,-73.8971343,57,20.330510726738027,28.891631229988775,Yellow,Clear,0,0.2731662510843942,35,43,330.6898963668321,20.56406796291691,Medium
01-03-2024 05:05,40.728536821239835,-73.85422661,286,51.55835982917331,99.64162215486093,Green,Snow,0,-0.625869442,34,21,419.47877790108237,21.02857743269327,High
01-03-2024 05:10,40.76102610159575,-73.72598073,73,5.235374417868684,93.55531179975526,Green,Fog,0,0.06243032,99,22,189.91532775001093,11.989570745690468,High
01-03-2024 05:15,40.88708885,-73.7251938,14,18.70803741213166,42.96812517690884,Yellow,Snow,1,-0.80081425,11,27,243.71706940037825,21.627124423806887,High
01-03-2024 05:20,40.852932854711646,-73.81839547,265,24.33924682493923,83.91090395688519,Yellow,Snow,0,-0.937540417,88,1,448.80392159090997,7.424504353870416,High
01-03-2024 05:25,40.64387109029081,-73.7903794,56,65.82208947578665,80.97585857974069,Green,Clear,0,0.3304622027070543,64,5,499.6357758161299,29.807229980031988,High
01-03-2024 05:30,40.84231055644127,-73.86010246,144,40.82501541871341,46.339985631235464,Green,Fog,0,-0.221419804,62,3,325.45454744496004,19.13591765536924,Medium
01-03-2024 05:35,40.804200223789366,-73.84019207,115,16.839692438276156,93.73114037263397,Green,Snow,0,0.8600552699642059,23,6,68.86910368114084,5.314665558368691,High
01-03-2024 05:40,40.73202113217576,-73.71380844,11,44.26966120843294,62.258861054791495,Green,Fog,0,0.7924003535653457,94,5,128.41737681900975,9.404095573624723,Medium
01-03-2024 05:45,40.663336176926336,-73.91330115,234,43.86167334021748,98.61402783,Red,Fog,0,0.5673520388654962,92,24,170.10342995350248,14.901411174617824,High
01-03-2024 05:50,40.769751027371576,-73.72110691,246,12.333480518893055,92.51458667,Red,Fog,0,0.3337468638717138,8,26,242.97568595240017,6.605812060858347,High
01-03-2024 05:55,40.69700564791232,-73.94692494,13,8.567387828650014,77.26564970712401,Red,Snow,0,0.9791522224280984,93,23,198.21755123249818,8.311876753129077,High
01-03-2024 06:00,40.856072773228384,-73.79000289,176,60.36147621184783,31.246595913538023,Green,Clear,0,-0.781473622,28,46,251.3769818869556,23.195480238855247,Medium
01-03-2024 06:05,40.86917162786176,-73.91349432,176,76.10080852,95.37055178754485,Green,Rain,0,0.9954349587343638,19,23,286.01136951166745,18.531052594849506,High
01-03-2024 06:10,40.693590466802185,-73.79771272,95,18.249238556951575,20.996498078658263,Yellow,Clear,0,0.5647806268134108,2,39,272.72682649063324,21.536330280697563,High
01-03-2024 06:15,40.804500524498344,-73.9518797,54,77.87924935,26.052238212547064,Red,Snow,0,0.7383721624507811,10,49,479.2555616,17.964474166683356,Low
01-03-2024 06:20,40.86763656524909,-73.73173643,200,37.78574147628989,78.31278088723474,Red,Snow,0,-0.996933553,77,16,188.2804296161154,13.037593575621562,Medium
01-03-2024 06:25,40.808622093881326,-73.90709839,236,66.90866594654275,15.460302206921815,Red,Snow,0,0.4806257421431781,63,18,110.06733809347969,17.581242690833946,High
01-03-2024 06:30,40.73631266465193,-73.85978461,147,11.623676967032296,93.09049154429525,Yellow,Clear,0,-0.419268074,89,29,228.28406462416896,6.338511739845085,High
01-03-2024 06:35,40.60376136260493,-73.97234855,155,21.143661842276124,97.51509232,Yellow,Snow,0,0.6877609843965422,95,4,495.18065172422735,24.291517475980488,High
01-03-2024 06:40,40.73115648118968,-73.75293436,81,68.87961408691379,44.07587049607932,Red,Clear,1,0.046107467,67,2,282.7010618406011,8.244836427965737,High
01-03-2024 06:45,40.876865246607146,-73.88000513,255,24.749644051236466,66.79166610157546,Green,Snow,0,0.14439675082052128,60,12,120.67574823359716,12.00284103848442,High
01-03-2024 06:50,40.73049578763185,-73.89162138,56,47.60108465146755,90.00809423653786,Red,Snow,0,0.20598219510165094,3,43,444.96075873289027,29.642294253699063,High
01-03-2024 06:55,40.745875800019235,-73.87481717,99,42.31579683056478,69.41972209214416,Green,Fog,0,0.07925989,60,16,258.9778936936625,12.524778448208602,Medium
01-03-2024 07:00,40.73054186257143,-73.71439598,204,72.28233218705788,13.803503943372705,Green,Fog,0,0.7362509224118237,49,6,191.25228028249262,27.166896999793035,High
01-03-2024 07:05,40.755200218779656,-73.98205756,276,44.72670945542277,75.09179863,Yellow,Snow,0,-0.298759678,83,48,395.9984008939237,5.075853821674684,High
01-03-2024 07:10,40.717797581585295,-73.95396623,12,33.48544461921523,92.08795275754949,Green,Rain,0,0.4528701861430082,58,17,132.55482489075217,5.083560703150997,High
01-03-2024 07:15,40.70539299893224,-73.82581599,258,46.10589016548361,46.18420075,Green,Snow,0,-0.073814671,31,26,343.15496812552135,18.987468912198096,High
01-03-2024 07:20,40.740609538499484,-73.72645596,50,76.49639096987447,51.086794345997525,Yellow,Rain,1,-0.39411631,64,14,488.19283857759655,6.174603273017594,High
01-03-2024 07:25,40.808918127924095,-73.97215633,243,18.77766727045603,36.33253143866247,Red,Clear,0,-0.178664374,17,20,436.57967010993474,20.548946492552453,High
01-03-2024 07:30,40.771244586071134,-73.72864968,146,7.564113951555127,20.999440896506037,Yellow,Snow,1,0.5534776920632181,98,15,473.51708390575544,29.973091096460852,High
01-03-2024 07:35,40.70087341877587,-73.80459283,238,18.507264706515365,11.60467710480589,Yellow,Fog,0,0.7445034512281705,9,38,454.49864557048346,11.594265688362348,High
01-03-2024 07:40,40.67270710156572,-73.83752941,182,12.364228885211125,23.06227864544215,Green,Snow,0,0.44785729540329755,10,31,490.5286658880573,20.54937201248468,High
01-03-2024 07:45,40.77592546830461,-73.70571053,89,10.77537043,36.47811109770807,Yellow,Rain,0,-0.921347003,19,42,136.49437997781274,19.16345516470161,High
01-03-2024 07:50,40.86493733023654,-73.93477406,113,28.51499565,71.21328123,Red,Rain,1,-0.638298416,25,31,305.10991427282136,16.679060969242588,High
01-03-2024 07:55,40.66844155867246,-73.81323599,225,6.801842179656013,83.08514437541739,Red,Snow,0,-0.058105047,72,27,172.04289848799442,9.310014825,High
01-03-2024 08:00,40.66537877291529,-73.99804711,69,32.70315419384916,22.79518358940257,Yellow,Fog,0,-0.921302195,68,4,244.23014151517958,23.552521809976135,Medium
01-03-2024 08:05,40.71317079674689,-73.99598811,258,19.914206581146722,56.733831448884786,Yellow,Snow,0,-0.977814863,23,4,57.32850331576091,14.234916887005657,High
01-03-2024 08:10,40.72162002112708,-73.9265174,163,15.45373857,78.79140305352313,Red,Snow,0,0.072545207,88,48,361.2870184472336,23.542359200373276,High
01-03-2024 08:15,40.62770821369171,-73.88757747,32,39.480482699528714,94.70184104,Red,Snow,0,-0.873453488,79,37,281.64529966018586,25.259796431622146,High
01-03-2024 08:20,40.84718897058989,-73.97846009,248,39.37149026561634,16.44037795887595,Green,Rain,0,0.9980404341550222,44,22,136.89995820044393,11.666233564927307,High
01-03-2024 08:25,40.74333241255732,-73.96771575,187,53.52341624025693,91.56789853687586,Yellow,Rain,0,0.1565604420240556,44,42,449.0452657537846,27.226808523096093,High
01-03-2024 08:30,40.780228081213366,-73.74625487,230,56.564507665474615,36.35492680974481,Red,Fog,0,-0.948871294,64,11,72.95203428493598,14.433362811129895,High
01-03-2024 08:35,40.84675590721381,-73.91212254,254,14.562958348882185,71.88242576194519,Yellow,Snow,0,-0.951846937,28,47,264.54494088103615,9.354182902638678,High
01-03-2024 08:40,40.88745370259719,-73.99165106,176,43.39658174229107,78.61973699948632,Red,Snow,0,-0.383001409,36,1,91.98672043399938,5.3534286733399865,Medium
01-03-2024 08:45,40.752600008747194,-73.79722751,167,47.28470135990441,90.51235321751098,Yellow,Clear,0,0.14576313689884834,5,38,59.59089952241013,18.416022983640186,High
01-03-2024 08:50,40.83510528350369,-73.90701346,267,29.513286334499195,49.86942102738581,Yellow,Snow,0,-0.237650302,57,19,326.23251589848513,15.850933613493144,High
01-03-2024 08:55,40.77040961,-73.83963871,206,18.856619469507436,75.24380759018949,Green,Fog,1,-0.409532294,11,46,340.87696930086344,26.528375578415744,High
01-03-2024 09:00,40.83562056401318,-73.80553474,43,8.354836492,80.95868465,Yellow,Fog,0,0.6536836631560841,46,48,448.9402347767771,27.661464222729762,High
01-03-2024 09:05,40.71350410528937,-73.97460388,202,12.857793827652667,71.25413962072773,Red,Rain,0,0.6518590509074857,77,33,470.67899373563546,20.60845070415659,High
01-03-2024 09:10,40.771901288435345,-73.73528434,66,79.02215440527998,35.22987207569021,Green,Rain,0,-0.964689626,11,44,165.5376467481222,28.27255387430153,Low
01-03-2024 09:15,40.82575886051152,-73.8739593,166,48.64734003049677,44.74205489598403,Green,Fog,0,-0.732272306,93,13,168.4956255585839,11.652099600599435,Medium
01-03-2024 09:20,40.88324262609897,-73.83618204,253,6.997656426615949,51.36569731886526,Green,Rain,0,-0.592078101,88,5,161.8192105027798,5.602626892731328,High
01-03-2024 09:25,40.86438347917999,-73.95838455,274,29.906190798036256,90.26598984977507,Red,Rain,0,0.964929707,95,34,163.62144023316898,14.09423151615445,High
01-03-2024 09:30,40.60493438180482,-73.82265984,44,44.517916087384684,86.32980533599455,Yellow,Rain,0,-0.391484014,3,25,346.72346201648566,24.446176867202887,High
01-03-2024 09:35,40.700462434709024,-73.85621047,55,36.05004148529005,22.953003272860336,Red,Rain,0,-0.905669974,32,11,442.98143065464905,7.423687586223878,Medium
01-03-2024 09:40,40.77657550408205,-73.92535191,257,71.51826609249326,28.941243880434552,Yellow,Rain,0,0.09030787,58,17,201.8075206849748,6.981107999028309,High
01-03-2024 09:45,40.77904564856941,-73.91536975,22,45.31782146472661,73.24397387333073,Red,Snow,1,0.7795842893040152,90,17,193.3218336317656,16.84238379,High
01-03-2024 09:50,40.61885076,-73.88858101,293,45.45171078554882,65.24850329,Green,Fog,0,-0.030912624,66,49,456.77425091503625,20.504541255755488,High
01-03-2024 09:55,40.66581127909959,-73.93174447,15,67.31115968,13.203849299098769,Green,Rain,0,-0.075471837,46,36,449.08550053617364,10.102072260377689,Low
01-03-2024 10:00,40.60009183670379,-73.84989803,278,28.518028431677216,28.718676584253398,Green,Fog,0,0.025196991,41,39,370.5954681441099,10.955541774457204,High
01-03-2024 10:05,40.84319358164453,-73.91036886,75,31.677685831988242,92.50525311080406,Yellow,Snow,0,-0.670130755,97,31,377.5833491193738,29.62572100223457,High
01-03-2024 10:10,40.85081207536578,-73.83412733,292,59.45207757991675,51.56113099424922,Green,Fog,0,0.2647629185325575,59,34,298.3388109699609,15.722933725501067,High
01-03-2024 10:15,40.733805328403015,-73.84885776,215,39.24161422965986,29.919030649414776,Red,Clear,0,-0.498199502,58,13,161.8919383719953,17.58753149414698,High
01-03-2024 10:20,40.81982382,-73.76918238,253,59.74660145760081,90.53674246,Yellow,Snow,0,0.4553594989536689,99,45,354.6621929362638,19.19419419306577,High
01-03-2024 10:25,40.71949112588955,-73.71457188,33,35.196273970099476,34.06793592984471,Green,Fog,0,-0.973294027,58,44,80.02292183884624,8.117405298793152,Medium
01-03-2024 10:30,40.60771472,-73.74091051,297,78.01290238592881,83.26241439501688,Yellow,Clear,0,-0.623585811,28,9,246.93310823065673,29.802123951306505,High
01-03-2024 10:35,40.80727331843143,-73.76291288,63,60.270960004054395,54.37350861164193,Red,Clear,0,-0.638927881,94,15,101.56522345300223,14.892420207006314,Medium
01-03-2024 10:40,40.81558569145212,-73.78613339,270,77.95779564182008,58.62122881471962,Green,Clear,0,-0.907358681,96,1,441.5977093237071,22.938444521973622,High
01-03-2024 10:45,40.63689938760411,-73.72442842,95,10.438454274387519,64.70547307334033,Green,Rain,0,0.4359121924964018,39,31,243.5228649612408,21.762000347264227,High
01-03-2024 10:50,40.60585272434706,-73.92707045,67,7.8261507320850585,46.389211598274464,Yellow,Snow,0,-0.314957623,50,44,388.68491659237634,20.75946340593159,High
01-03-2024 10:55,40.720008152510964,-73.93516757,141,33.17366066975626,93.78414582919474,Green,Rain,0,-0.784150308,17,41,171.24372485395975,5.626575578119187,High
01-03-2024 11:00,40.76553340209785,-73.88313787,50,8.577491030635171,22.39656928102928,Red,Rain,0,-0.728248587,3,47,482.65207014613793,20.643691470402153,High
01-03-2024 11:05,40.88183993299203,-73.86175519,157,45.98121970862078,19.434759204693446,Red,Fog,0,0.33958505901602853,13,5,453.5271766098442,28.295879010053973,Medium
01-03-2024 11:10,40.62590538798928,-73.97188971,264,50.588270635152575,80.20344600879679,Green,Snow,0,-0.076530191,39,26,242.38766712923737,7.347509297,High
01-03-2024 11:15,40.77591062093091,-73.91082723,34,71.80748883612716,98.92023463504296,Yellow,Rain,0,-0.236271052,6,48,260.4893090391392,18.690658402171955,High
01-03-2024 11:20,40.74129180355956,-73.84148434,17,62.899772864014395,91.61402482189207,Red,Clear,0,0.8237583374788644,12,44,78.59852811,26.15302166982542,High
01-03-2024 11:25,40.74033136667603,-73.72334092,182,6.367202104047569,75.29948693048054,Green,Fog,0,0.098038273,84,22,209.82297811042426,11.124231293583035,High
01-03-2024 11:30,40.880693996724595,-73.9587035,95,63.46348013435261,86.91552717071048,Red,Clear,0,-0.289960168,72,11,168.68370605723408,25.420662322981038,High
01-03-2024 11:35,40.82836067485132,-73.86558988,83,22.08210809,61.51271147909284,Yellow,Clear,0,-0.750349712,91,40,498.4798069531995,14.214525525280246,Medium
01-03-2024 11:40,40.82767688729715,-73.88864349,118,26.41595955295364,87.91615527225075,Yellow,Clear,0,-0.443384623,67,0,466.7478901906689,6.396846168064005,High
01-03-2024 11:45,40.70866864506794,-73.78610681,144,20.956592272900615,22.140203400314785,Yellow,Rain,0,-0.513375745,87,17,390.39107654053527,25.496605230664024,Medium
01-03-2024 11:50,40.61635240692063,-73.98950044,246,23.076437391773748,39.832625086605546,Green,Rain,0,-0.41765427,37,29,72.33500736994145,17.910571901482356,High
01-03-2024 11:55,40.660805316937456,-73.9392899,242,61.86963711072561,82.37527920587178,Yellow,Rain,0,-0.842544867,18,23,289.1034685063099,26.532350133939403,High
01-03-2024 12:00,40.656090788506845,-73.91796652,222,70.61329035096894,67.36210966433154,Yellow,Snow,0,-0.060619382,46,37,324.98046098128526,12.43369297999652,High
01-03-2024 12:05,40.76795399638865,-73.97239183,26,66.98761413997167,19.539172723060226,Yellow,Rain,0,-0.438173203,37,8,360.36797477172854,9.121759473801529,Low
01-03-2024 12:10,40.61128866878144,-73.78038789,162,51.233049697077234,25.63114296428909,Green,Fog,0,-0.737940752,86,0,118.18651349270861,25.62771597134322,Medium
01-03-2024 12:15,40.65045086555567,-73.91997052,136,66.50782863289058,78.97600244,Yellow,Clear,0,0.5091917829795454,21,23,353.8032332640824,25.42855864484358,Medium
01-03-2024 12:20,40.76133546108162,-73.89321294,178,60.42403392767754,84.94558998783658,Yellow,Rain,0,-0.344854535,57,8,259.5630790785306,10.350520431916081,High
01-03-2024 12:25,40.64915325404021,-73.8732754,235,51.23787256432476,51.44183771456356,Red,Snow,0,0.352224019,88,29,119.6656026153192,22.67942668673566,High
01-03-2024 12:30,40.709538319976126,-73.92511139,82,8.391078760612572,95.64158686981968,Green,Fog,0,-0.873887795,97,15,145.10365948244603,23.893313876337462,High
01-03-2024 12:35,40.811605091185754,-73.9007065,148,32.88128577237697,25.805134561411688,Green,Clear,0,-0.645559643,78,6,348.14665490410374,23.823548612656964,Medium
01-03-2024 12:40,40.835623093225976,-73.89615953,94,45.355706388631305,22.0163407,Green,Snow,0,0.24197675441260813,15,6,145.9710142018845,23.37965678868274,Low
01-03-2024 12:45,40.82678266109604,-73.97093285,31,46.90658566050148,15.854779656766329,Yellow,Snow,0,0.8803787043999494,55,28,217.29272480372288,13.341852004026517,Low
01-03-2024 12:50,40.81982193418787,-73.99188867,57,70.16668369,67.02550793200521,Yellow,Fog,0,0.7419940453308838,77,35,127.06411418131941,19.857290406288897,Medium
01-03-2024 12:55,40.769795812794555,-73.94672251,10,22.39622337349493,28.158568973691622,Red,Rain,0,0.6811900963324007,69,23,338.3818875771388,28.70076279780245,Medium
01-03-2024 13:00,40.74829334430897,-73.95189437,117,13.860426109400112,56.22125280494099,Red,Rain,0,0.9410240711263753,33,22,177.9675324071651,17.577652550784144,High
01-03-2024 13:05,40.820629332984396,-73.79537665,35,65.84564853553968,23.241878760657386,Green,Snow,0,0.9495562261002148,24,16,270.61181143170415,26.127516986362473,Low
01-03-2024 13:10,40.78322033918628,-73.71675126,204,21.920009317848802,97.46139107,Red,Clear,0,-0.369422227,45,19,212.74462366942103,10.61022552597317,High
01-03-2024 13:15,40.78881109071643,-73.92413717,77,61.483145568747275,32.247833030944925,Red,Clear,0,-0.36302252,87,9,142.28865850482333,17.413989994519007,Low
01-03-2024 13:20,40.61902830437703,-73.81222325,92,41.95808693885725,55.158706829125755,Yellow,Clear,0,0.14097348809163357,81,49,391.00621888629036,26.840320115555308,Medium
01-03-2024 13:25,40.604172426988185,-73.78721804,184,79.70651391031504,80.27996193835567,Green,Snow,0,-0.42985058,3,7,59.91269977802846,10.753975765701513,High
01-03-2024 13:30,40.79838956399389,-73.85257047,85,57.65629299,85.31252671937168,Green,Snow,0,0.44641388495432044,18,12,447.6608889367798,13.730718226925644,High
01-03-2024 13:35,40.65146471,-73.94248807,108,36.61516025594659,12.846673324522587,Green,Rain,0,-0.427998413,29,35,489.56242967330314,9.352121446246532,Medium
